Country,Region,Year,Happiness.Score,Health.Life.Expectancy,Trust.Government.Corruption,Generosity,Freedom,Social.support,GDP.per.capita
Iraq,"Middle East and Northern Africa",2021,4.854,60.583,0.041,0.153,0.302,0.638,0.91
Ireland,"Western Europe",2021,7.085,72.4,0.367,0.238,0.606,1.092,1.644
Israel,"Middle East and Northern Africa",2021,7.157,73.503,0.119,0.208,0.509,1.074,1.376
Italy,"Western Europe",2021,6.483,73.8,0.047,0.133,0.379,0.94,1.393
"Ivory Coast","Sub-Saharan Africa",2021,5.306,50.114,0.092,0.177,0.438,0.409,0.669
Jamaica,"Latin America and Caribbean",2021,6.309,67.5,0.035,0.099,0.618,0.932,0.891
Japan,"Eastern Asia",2021,5.94,75.1,0.192,0.02,0.504,0.949,1.389
Jordan,"Middle East and Northern Africa",2021,4.395,67,0.15,0.079,0.455,0.685,0.89
Kazakhstan,"Central and Eastern Europe",2021,6.152,65.2,0.132,0.143,0.573,1.103,1.23
Kenya,"Sub-Saharan Africa",2021,4.607,60.704,0.073,0.375,0.483,0.508,0.603
Kosovo,"Central and Eastern Europe",2021,6.372,63.813,0.014,0.356,0.593,0.807,0.937
Kuwait,"Middle East and Northern Africa",2021,6.106,66.9,0.13,0.12,0.591,0.857,1.461
Kyrgyzstan,"Central and Eastern Europe",2021,5.744,64.401,0.02,0.266,0.673,0.971,0.665
Laos,"Southeastern Asia",2021,5.03,58.968,0.179,0.268,0.643,0.598,0.808
Latvia,"Central and Eastern Europe",2021,6.032,67.1,0.089,0.082,0.405,1.047,1.285
Lebanon,"Middle East and Northern Africa",2021,4.584,67.355,0.026,0.14,0.175,0.868,1.045
Lesotho,"Sub-Saharan Africa",2021,3.512,48.7,0.015,0.103,0.405,0.731,0.451
Liberia,"Sub-Saharan Africa",2021,4.625,56.498,0.057,0.221,0.43,0.58,0.228
Libya,"Middle East and Northern Africa",2021,5.41,62.3,0.174,0.131,0.474,0.821,1.044
Lithuania,"Central and Eastern Europe",2021,6.255,67.906,0.073,0.056,0.476,1.065,1.35
Luxembourg,"Western Europe",2021,7.324,72.6,0.353,0.166,0.639,1.003,1.751
Madagascar,"Sub-Saharan Africa",2021,4.208,59.305,0.087,0.185,0.207,0.503,0.266
Malawi,"Sub-Saharan Africa",2021,3.6,57.948,0.134,0.213,0.484,0.168,0.113
Malaysia,"Southeastern Asia",2021,5.384,67.102,0.064,0.27,0.624,0.797,1.259
Maldives,"South Asia",2021,5.198,70.6,0.073,0.204,0.575,1.015,1.115
Mali,"Sub-Saharan Africa",2021,4.723,51.969,0.072,0.164,0.384,0.59,0.387
Malta,"Western Europe",2021,6.602,72.2,0.183,0.275,0.664,1.055,1.411
Mauritania,"Sub-Saharan Africa",2021,4.227,57.161,0.133,0.119,0.218,0.749,0.666
Mauritius,"Sub-Saharan Africa",2021,6.049,66.701,0.096,0.153,0.59,0.996,1.178
Mexico,"Latin America and Caribbean",2021,6.317,68.597,0.089,0.092,0.585,0.83,1.126
Moldova,"Central and Eastern Europe",2021,5.766,65.699,0.013,0.137,0.536,0.888,0.985
Mongolia,"Eastern Asia",2021,5.677,62.5,0.053,0.263,0.397,1.065,0.966
Montenegro,"Central and Eastern Europe",2021,5.581,68.699,0.081,0.166,0.397,0.891,1.155
Morocco,"Middle East and Northern Africa",2021,4.918,66.208,0.088,0.034,0.477,0.219,0.792
Mozambique,"Sub-Saharan Africa",2021,4.794,54.706,0.163,0.228,0.608,0.634,0.183
Myanmar,"Southeastern Asia",2021,4.426,59.302,0.178,0.52,0.601,0.713,0.666
Namibia,"Sub-Saharan Africa",2021,4.574,56.799,0.059,0.091,0.411,0.801,0.882
Nepal,"Southern Asia",2021,5.269,64.233,0.135,0.287,0.488,0.702,0.519
Netherlands,"Western Europe",2021,7.464,72.4,0.384,0.302,0.647,1.079,1.501
"New Zealand","Australia and New Zealand",2021,7.277,73.4,0.445,0.276,0.665,1.094,1.4
Nicaragua,"Latin America and Caribbean",2021,5.972,67.657,0.176,0.201,0.553,0.904,0.693
Niger,"Sub-Saharan Africa",2021,5.074,53.78,0.157,0.2,0.516,0.402,0.162
Nigeria,"Sub-Saharan Africa",2021,4.759,50.102,0.039,0.212,0.433,0.625,0.663
"North Cyprus","Western Europe",2021,5.536,73.898,0.2,0.196,0.503,0.806,1.377
"North Macedonia","Central and Eastern Europe",2021,5.101,65.474,0.022,0.212,0.45,0.772,1.068
Norway,"Western Europe",2021,7.392,73.3,0.427,0.249,0.703,1.108,1.543
Pakistan,"Southern Asia",2021,4.934,58.709,0.097,0.252,0.418,0.423,0.637
"Palestinian Territories","Middle East and Northern Africa",2021,4.517,62.25,0.075,0.082,0.33,0.819,0.646
Panama,"Latin America and Caribbean",2021,6.18,69.652,0.053,0.079,0.596,0.976,1.298
Paraguay,"Latin America and Caribbean",2021,5.653,65.9,0.037,0.206,0.602,0.97,0.983
Peru,"Latin America and Caribbean",2021,5.84,68.25,0.031,0.087,0.536,0.833,0.986
Philippines,"Southeastern Asia",2021,5.88,62,0.126,0.125,0.651,0.828,0.853
Poland,"Central and Eastern Europe",2021,6.166,69.702,0.13,0.08,0.558,0.982,1.309
Portugal,"Western Europe",2021,5.929,72.6,0.033,0.029,0.621,0.939,1.323
Romania,"Central and Eastern Europe",2021,6.14,67.355,0.001,0.045,0.564,0.832,1.275
Russia,"Central and Eastern Europe",2021,5.477,64.703,0.06,0.115,0.409,0.992,1.241
Rwanda,"Sub-Saharan Africa",2021,3.415,61.4,0.493,0.227,0.627,0.202,0.364
"Saudi Arabia","Middle East and Northern Africa",2021,6.494,66.603,0.163,0.09,0.603,0.964,1.435
Senegal,"Sub-Saharan Africa",2021,5.132,59.802,0.088,0.158,0.381,0.558,0.518
Serbia,"Central and Eastern Europe",2021,6.078,68.6,0.066,0.189,0.482,0.924,1.101
"Sierra Leone","Sub-Saharan Africa",2021,3.849,51.651,0.047,0.243,0.408,0.377,0.279
Singapore,"Southeastern Asia",2021,6.377,76.953,0.547,0.176,0.664,1.019,1.695
Slovakia,"Central and Eastern Europe",2021,6.331,69.201,0.018,0.107,0.468,1.066,1.304
Slovenia,"Central and Eastern Europe",2021,6.461,71.4,0.085,0.122,0.69,1.093,1.36
"South Africa","Sub-Saharan Africa",2021,4.956,56.904,0.051,0.144,0.447,0.895,0.967
"South Korea","Eastern Asia",2021,5.845,73.9,0.135,0.134,0.353,0.758,1.403
Spain,"Western Europe",2021,6.491,74.7,0.124,0.135,0.462,1.057,1.375
"Sri Lanka","Southern Asia",2021,4.325,67.299,0.049,0.239,0.559,0.82,0.99
Swaziland,"Sub-Saharan Africa",2021,4.308,50.833,0.147,0.067,0.323,0.693,0.849
Sweden,"Western Europe",2021,7.363,72.7,0.448,0.244,0.685,1.062,1.478
Switzerland,"Western Europe",2021,7.571,74.4,0.413,0.204,0.653,1.079,1.566
"Taiwan Province of China","East Asia",2021,6.584,69.6,0.139,0.142,0.49,0.982,1.48
Tajikistan,"Central and Eastern Europe",2021,5.466,64.281,0.247,0.152,0.548,0.895,0.508
Tanzania,"Sub-Saharan Africa",2021,3.623,57.999,0.231,0.307,0.549,0.54,0.433
Thailand,"Southeastern Asia",2021,5.985,67.401,0.028,0.375,0.611,0.957,1.107
Togo,"Sub-Saharan Africa",2021,4.107,54.914,0.107,0.209,0.289,0.239,0.254
Tunisia,"Middle East and Northern Africa",2021,4.596,67.201,0.044,0.057,0.334,0.515,0.919
Turkey,"Middle East and Northern Africa",2021,4.948,67.199,0.104,0.097,0.236,0.809,1.26
Turkmenistan,"Central and Eastern Europe",2021,5.066,62.409,0.033,0.366,0.602,1.172,1.046
Uganda,"Sub-Saharan Africa",2021,4.636,56.101,0.054,0.267,0.398,0.718,0.364
Ukraine,"Central and Eastern Europe",2021,4.875,64.902,0.01,0.181,0.417,0.958,0.979
"United Arab Emirates","Middle East and Northern Africa",2021,6.561,67.333,0.223,0.236,0.67,0.86,1.555
"United Kingdom","Western Europe",2021,7.064,72.5,0.306,0.34,0.58,1.062,1.423
"United States","North America",2021,6.951,68.2,0.154,0.252,0.554,1.03,1.533
Uruguay,"Latin America and Caribbean",2021,6.431,69.1,0.223,0.128,0.625,1.042,1.164
Uzbekistan,"Central and Eastern Europe",2021,6.179,65.255,0.271,0.391,0.716,1.027,0.769
Venezuela,"Latin America and Caribbean",2021,4.892,66.7,0.072,0.078,0.284,0.897,0.852
Vietnam,"Southeastern Asia",2021,5.411,68.034,0.091,0.124,0.679,0.873,0.817
Yemen,"Middle East and Northern Africa",2021,3.658,57.122,0.089,0.092,0.268,0.831,0.329
Zambia,"Sub-Saharan Africa",2021,4.073,55.809,0.074,0.227,0.487,0.552,0.528
Zimbabwe,"Sub-Saharan Africa",2021,3.145,56.201,0.075,0.157,0.359,0.649,0.457
